Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area^2,City,Price(�),Location,Type of Property
"Buy This 1644 Sq Ft Apartment At Sholokbahar, Al-Madani Road",3,3,9,Vacant,1644,Chattogram,"65,905","Al-Madani Road, Sholokbahar",Apartment
Commercial Arena Of 147 Sq Ft Is Up For Sale At Double Mooring,,,3,Vacant,147,Chattogram,"27,411","South Agrabad, Double Mooring",Commercial Property
Pleasant Apartment Covering An Area Of 2000 Sq Ft Is Waiting To Sale At Jangalpara,3,3,8,Vacant,2000,Chattogram,"56,792","Jangalpara, 7 No. West Sholoshohor Ward",Apartment
A 1200 Square Feet Apartment Is For Sale Is All Set For You In Dewan Bazar Nearby Khejurtoli Mosque,3,3,1,Vacant,1200,Chattogram,"51,447","Dewan Bazar, Bakalia",Apartment
1235 Square Feet Apartment Is For Sale Near Abdul Hamid Sawdagar High School,3,3,10,Vacant,1235,Chattogram,"27,394","6 No East Sholoshohor Ward, Bakalia",Apartment
Visit This Apartment For Sale In Chasma Hill R/A Near Hossain Ahmed Chowdhury City Corporation School &amp; College,3,3,5,Vacant,1252,Chattogram,"43,563","Chasma Hill R/A, 7 No. West Sholoshohor Ward",Apartment
An Apartment For Sale Is Available In South Agrabad,3,3,3,Vacant,1300,Chattogram,"47,772","South Agrabad, Double Mooring",Apartment
Ample office of 100 sq ft is waiting for sale in Double Mooring,,,1,Vacant,100,Chattogram,"26,725","South Agrabad, Double Mooring",Office Space
Shop for sale in Chandgaon nearby EBL,,,,Vacant,125,Chattogram,"18,374","Mohara, 4 No Chandgaon Ward",Commercial Property
"A Perfect Flat Of 1300 Sq Ft For Living With Family Is Available For Sale At Chandgaon R/a, 4 No Chandgaon Ward",3,3,4,Vacant,1300,Chattogram,"52,115","Chandgaon Residential Area, 4 No Chandgaon Ward",Flat
110 Sq Ft Nice Shop For Sale In 9 No. North Pahartali Ward,,,1,Vacant,110,Chattogram,"25,723","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
"Grab A 1300 Sq Ft Flat For Sale At Chandgaon R/a, 4 No Chandgaon Ward",3,3,4,Vacant,1300,Chattogram,"52,115","Chandgaon Residential Area, 4 No Chandgaon Ward",Flat
Prominent 2289 Sq Ft Ready Flat For Sale In Bagmoniram,3,3,7,Vacant,2289,Chattogram,"173,716","Mehidibag, 15 No. Bagmoniram Ward",Flat
"1350 Sq Ft Apartment For Sale In Forest Institute Road, West Sholoshohor",3,3,2,Vacant,1350,Chattogram,"62,137","Forest Institute Road, 7 No. West Sholoshohor Ward",Apartment
1627 Sq Ft Flat Is For Sale At 26 No. North Halishahar Ward,3,3,7,Vacant,1627,Chattogram,"70,154","26 No. North Halishahar Ward, Halishahar",Flat
This Flat In North Halishahar With A Convenient Price Is Up For Sale,3,3,1,Vacant,1490,Chattogram,"44,799","26 No. North Halishahar Ward, Halishahar",Flat
This 1604 Sq Ft Flat Is Ready For Sale In Mehidibag,3,4,17,Vacant,1604,Chattogram,"58,943","Mehidibag, 15 No. Bagmoniram Ward",Flat
156 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,4,Vacant,156,Chattogram,"20,846","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
A 435 Sq. Ft. Commercial Shop Is Available To Sale In Bakalia Nearby Dewan Bazar.,,,2,Vacant,435,Chattogram,"46,770","Dewan Bazar, Bakalia",Commercial Property
This 212 Sq.ft. Shop Is For Sale At Bakalia Near Terry Bazar,,,1,Vacant,212,Chattogram,"50,110","Dewan Bazar, Bakalia",Commercial Property
Offering You 1301 Sq Ft Flat For Sale In Nasirabad,3,4,3,Vacant,1301,Chattogram,"73,495","Nasirabad, 15 No. Bagmoniram Ward",Flat
1400 Sq Ft Apartment To Sale In Dewan Bazar Next To Shri Shri Ramthakur O Joy Baba Loknath Kunjo,3,3,3,Vacant,1400,Chattogram,"51,447","Dewan Bazar, Bakalia",Apartment
1685 Sq Ft Apartment To Sale In Bakalia Beside To Majid Sawdagor Masjid,3,3,2,Vacant,1685,Chattogram,"61,920","Dewan Bazar, Bakalia",Apartment
1500 Sq Ft Apartment To Sale In Bakalia Near Khanka-E-Quaderia Sayedia Tayabia Baluar Dighi,3,3,2,Vacant,1500,Chattogram,"55,121","Dewan Bazar, Bakalia",Apartment
In The Location Of Patenga A Residential Plot Is For Sale Near Muslimabad Alhaj Solaiman Contractor Jame Masjid,,,,Vacant,1958,Chattogram,"36,748","40 No. North Patenga Ward, Patenga",Plot
"1500 Sq Ft Nice Apartment To Sale In Ghat Farhat Beg , Bakalia",3,3,1,Vacant,1500,Chattogram,"55,121","Dewan Bazar, Bakalia",Apartment
An Apartment Which Is Up For Sale At Double Mooring Near To Osman Goni Jame Masjid,3,3,3,Vacant,1250,Chattogram,"33,407","24 No. North Agrabad Ward, Double Mooring",Apartment
A well-constructed 2420 SQ FT flat is for sale in 33 No. Firingee Bazaar Ward,3,3,8,Vacant,2420,Chattogram,"88,929","Yakub Nagar Road, 33 No. Firingee Bazaar Ward",Flat
A Well-constructed 1250 Sq Ft Flat Is For Sale In 33 No. Firingee Bazaar Ward,3,3,2,Vacant,1250,Chattogram,"43,429","Yakub Nagar Road, 33 No. Firingee Bazaar Ward",Flat
Express Your Individuality At This 1400 Sq.ft Apartment Which Is Vacant For Sale In The Location Of Jamal Khan Close To Ashkar Dighir Purba Par Masjid.,3,3,6,Vacant,1400,Chattogram,"66,814","Shahid Saifuddin Khaled Road, Jamal Khan",Apartment
In 26 No. North Halishahar Ward A Standard Flat Is For Sale,3,3,8,Vacant,1300,Chattogram,"36,079","26 No. North Halishahar Ward, Halishahar",Flat
Buy This 100 Sq Ft Shop At Reazuddin Bazar,,,,Vacant,100,Chattogram,"25,389","Reazuddin Bazar, 31 No. Alkoron Ward",Commercial Property
100 Sq Ft Commercial Shop Is Up For Sale At Reazuddin Bazar,,,,Vacant,100,Chattogram,"25,389","Reazuddin Bazar, 31 No. Alkoron Ward",Commercial Property
Check This 1300 Sq.Ft Apartment Up For Sale At 14 No. Lalkhan Bazaar Ward.,3,3,2,Vacant,1300,Chattogram,"50,110","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",Apartment
This Apartment Up For Sale At Dampara Near Lalkhan Bazar Jame Mosjid.,3,3,5,Vacant,1200,Chattogram,"40,088","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",Apartment
This 98 Square Feet Shop Is Up For Sale In Andarkilla Near To Shiva Temple,,,3,Vacant,98,Chattogram,"13,363","Hazari Lane, 32 No. Andarkilla Ward",Commercial Property
A 163 Sq.Ft Commercial Space Is Available For Sale In CEPZ,,,2,Vacant,163,Chattogram,"25,048","39 No. South Halishahar Ward, Halishahar",Commercial Property
"At Halishahar, 181 Sq Ft Well Fitted Shop Is Ready For Sale Near To Halishahar Thana",,,1,Vacant,181,Chattogram,"33,574","39 No. South Halishahar Ward, Halishahar",Commercial Property
"At Halishahar, 163 Sq Ft Well Fitted Shop is for sale Near To Halishahar Thana",,,1,Vacant,163,Chattogram,"30,567","39 No. South Halishahar Ward, Halishahar",Commercial Property
"At Halishahar, 123 Sq Ft Well Fitted Shop is for sale Near To Halishahar Thana",,,1,Vacant,123,Chattogram,"23,886","39 No. South Halishahar Ward, Halishahar",Commercial Property
Deal With Your Business In A 153 Sq Ft Shop With A Convenient For Sale In Halishahar Area Near To Halishahar Thana,,,1,Vacant,153,Chattogram,"28,897","39 No. South Halishahar Ward, Halishahar",Commercial Property
"In Halishahar Near Cepz, A Shop Is For Sale.",,,,Vacant,126,Chattogram,"24,387","39 No. South Halishahar Ward, Halishahar",Commercial Property
A Lucrative Business Space Is Up For Sale In The Great Location Of Sheikh Mujib Road Near To Dutch-bangla Bank Limited | Fast Track.,,,12,Vacant,2609,Chattogram,"226,612","Sheikh Mujib Road, Double Mooring",Not Specified
Let Us Assist You To Buy This Flat Of 2000 Sq Ft Summiting The Vision About Your Future Home,3,3,7,Vacant,2000,Chattogram,"73,495","26 No. North Halishahar Ward, Halishahar",Flat
Take A Look At This 2200 Sq Ft Apartment Ready For Sale In 26 No. North Halishahar Ward,3,3,1,Vacant,2200,Chattogram,"80,845","26 No. North Halishahar Ward, Halishahar",Apartment
Ready flat 1500 SQ FT is now for sale in 4 No Chandgaon Ward,3,3,10,Vacant,1500,Chattogram,"60,132","Chandgaon Residential Area, 4 No Chandgaon Ward",Flat
Take A Look At This Great 1700 Sq Ft Ready Flat For Sale At West Sholoshohor Ward,4,4,2,Vacant,1700,Chattogram,"63,473","Tayab Bag R/A, 7 No. West Sholoshohor Ward",Flat
This 1157 Square Feet Residential Apartment For Sale Close To Sabujbag Central Jame Masjid At Halishahar .,3,3,2,Vacant,1157,Chattogram,"27,056","Sabujbag, Halishahar",Apartment
Check This 1388 Sq.Ft Apartment Up For Sale At Dewanhat Very Near To Dewanhat City Corporation College,3,3,9,Vacant,1388,Chattogram,"37,095","24 No. North Agrabad Ward, Double Mooring",Apartment
1790 Sq Ft Residential Apartment For Sale At 24 No. North Agrabad Ward,3,3,7,Vacant,1790,Chattogram,"50,231","24 No. North Agrabad Ward, Double Mooring",Apartment
This Promising Flat With A Nice Environment Is Ready To Be Sold In Double Mooring,4,4,12,Vacant,1500,Chattogram,"33,073","12 No. Sarai Para Ward, Double Mooring",Flat
Check This 1700 Sq.Ft Apartment Which Is For Sale At Bayazid Near To Paharika Abashik Jam-E-Masjid.,3,3,8,Vacant,1700,Chattogram,"46,770","Sangbadik Co-operative Housing Society, Bayazid",Apartment
View This 1700 Sq Ft Flat For Sale At Bayazid,3,3,6,Vacant,1700,Chattogram,"46,770","Sangbadik Co-operative Housing Society, Bayazid",Flat
1300 Sq.ft Flat For Sale At South Agrabad,3,3,2,Vacant,1300,Chattogram,"47,772","South Agrabad, Double Mooring",Flat
"Available In Chandgaon Residential Area , A 1313 Sq.ft Apartment For Sale .",3,3,6,Vacant,1313,Chattogram,"48,106","Chandgaon Residential Area, 4 No Chandgaon Ward",Apartment
1235 Square Feet Apartment Is For Sale Near Abdul Hamid Sawdagar High School,3,3,10,Vacant,1235,Chattogram,"27,394","6 No East Sholoshohor Ward, Bakalia",Apartment
An Apartment For Sale Is Available In South Agrabad,3,3,3,Vacant,1300,Chattogram,"47,772","South Agrabad, Double Mooring",Apartment
Shop for sale in Chandgaon nearby EBL,,,,Vacant,125,Chattogram,"18,374","Mohara, 4 No Chandgaon Ward",Commercial Property
We Have A 2000 Sq Ft Ready Flat For sale In North Pahartali Ward Nearby Foy’s Lake Amusement World,3,3,4,Vacant,2000,Chattogram,"70,154","Foy's Lake Approach Road, 9 No. North Pahartali Ward",Flat
Graceful Flat Of 1410 Sq Ft Is Prepared For sale In West Khulshi,3,3,8,Vacant,1410,Chattogram,"58,796","West Khulshi, 9 No. North Pahartali Ward",Flat
A Beautiful &amp; Furnished Apartment For Sale Is All Set For You In Double Mooring Nearby Mercantile Bank Limited,4,5,5,Vacant,2750,Chattogram,"133,627","24 No. North Agrabad Ward, Double Mooring",Apartment
Flat For Sale In Muradpur Near Prabartak Iskcon Sri Krishna Temple,3,3,8,Vacant,1800,Chattogram,"63,473","Nasirabad Housing Society, Muradpur",Flat
Property For Sale In South Khulsi– 1338 Sq Ft Apartment,3,3,3,Vacant,1338,Chattogram,"80,176","South Khulshi, Khulshi",Apartment
"Buy This 1500 Sq Ft Flat In Double Mooring, 24 No. North Agrabad Ward",3,3,5,Vacant,1500,Chattogram,"63,473","24 No. North Agrabad Ward, Double Mooring",Flat
"Here Is A Well Defined Flat Of 1640 Sq Ft Waiting For Sale At Chadra Nagar, Bayazid",3,3,7,Vacant,1640,Chattogram,"73,495","Chadra Nagar, Bayazid",Flat
This 1950 Sq Ft Apartment For Sale In Nasirabad Properties Residential Area,3,3,4,Vacant,1950,Chattogram,"120,265","Nasirabad Properties Residential Area, Khulshi",Apartment
1433 Sq Ft Apartment To Sale In Bakalia,3,3,1,Vacant,1433,Chattogram,"66,063","Dewan Bazar, Bakalia",Apartment
An Apartment Which Is Up For Sale At Mohammad Nagar Near To Mohammadia Bariya Jame Masjid.,3,3,7,Vacant,1150,Chattogram,"36,748","Mohammad Nagar, Bayazid",Apartment
Vacant Shop Is Up For Sale In Korbanganj,,,1,Vacant,85,Chattogram,"7,350","Korbanigonj, Kotwali",Commercial Property
Grab This 240 Sq Ft Shop Available For Sale At Bakalia,,,1,Vacant,240,Chattogram,"40,088","Dewan Bazar, Bakalia",Commercial Property
Worthy 850 SQ FT residence is for sale at Bakalia,2,2,6,Vacant,850,Chattogram,"21,380","6 No East Sholoshohor Ward, Bakalia",Not Specified
Be The Owner Of This 1100 Sq Ft Beautiful Flat Which Is Vacant Now For Sale At South Bakalia,3,3,4,Vacant,1100,Chattogram,"33,407","19 No. South Bakalia Ward, Bakalia",Flat
At Chand Mia Road 126 Ready Shop Space Is For Sale,,,1,Vacant,126,Chattogram,"15,153","Chand Mia Road, 4 No Chandgaon Ward",Commercial Property
This 178 Sq.Ft Shop Is Up For Sale In Chandgaon Near Chattogram International Medical College &amp; Hospital,,,1,Vacant,178,Chattogram,"19,029","Chand Mia Road, 4 No Chandgaon Ward",Commercial Property
Residential Apartment Is On Sale In Chasma Hill R/a Nearby Jamuna Bank Limited,3,3,8,Vacant,1505,Chattogram,"43,429","Chasma Hill R/A, 7 No. West Sholoshohor Ward",Apartment
Well Organised Flat Of 1435 Sq Ft Is Vacant For Sale In Kalamia Bazar,3,3,2,Vacant,1435,Chattogram,"38,351","18 No. East Bakalia Ward, Bakalia",Flat
"Start Your New Home, In This 1570 Sq.Ft Flat For Sale In Kalamia Bazar, Bakalia",3,3,3,Vacant,1570,Chattogram,"41,959","18 No. East Bakalia Ward, Bakalia",Flat
"This 1315 Sq.Ft Flat In Kalamia Bazar, Bakalia With A Convenient Price Is Up For Sale",3,3,4,Vacant,1315,Chattogram,"35,144","18 No. East Bakalia Ward, Bakalia",Flat
This 1580 SFT Apartment For Sale At Nasirabad Housing Society,3,3,3,Vacant,1580,Chattogram,"90,198","Nasirabad Housing Society, Muradpur",Apartment
Purchase The 702 Sq. Ft Shop For Your Startup,,,1,Vacant,702,Chattogram,"84,426","Chand Mia Road, 4 No Chandgaon Ward",Commercial Property
Ideal Flat of 1800 SFT In Bayazid Available For sale,3,4,11,Vacant,1800,Chattogram,"83,517","Nasirabad, Bayazid",Flat
"At Bayazid, A 2000 Sq Ft Well Fitted Residential Property Is On Sale",3,5,11,Vacant,2000,Chattogram,"86,858","Nasirabad, Bayazid",Not Specified
Valuable 2000 Sq Feet Ready Flat For Sale In Nasirabad,3,5,9,Vacant,2000,Chattogram,"86,858","Nasirabad, Bayazid",Flat
Buy This Amazing 1544 Sq Ft Flat At Sholokbahar,3,3,2,Vacant,1544,Chattogram,"61,896","Al-Madani Road, Sholokbahar",Flat
With All Apartment Facilities This Cozy Flat Of 1544 Sq Ft Is Ready To Sale In The Prominent Location Of Sholokbahar,3,3,4,Vacant,1544,Chattogram,"61,896","Al-Madani Road, Sholokbahar",Apartment
"This Nice 1200 Sq Ft Apartment For Sale, At 33 No. Firingee Bazaar Ward",2,3,2,Vacant,1200,Chattogram,"40,088","Yakub Nagar Road, 33 No. Firingee Bazaar Ward",Apartment
Well Defined Flat Of 1200 Sq Ft Is Up For Sale In 33 No. Firingee Bazaar Ward,3,3,1,Vacant,1200,Chattogram,"40,088","Yakub Nagar Road, 33 No. Firingee Bazaar Ward",Flat
Buy This Flat Of 1200 Sq Ft With Modern Residential Features And Characteristics,3,3,1,Vacant,1200,Chattogram,"40,088","Yakub Nagar Road, 33 No. Firingee Bazaar Ward",Flat
Run Your Shop Business Efficiently In This 115 Sq Ft Shop Arena For Sale In 9 No. North Pahartali Ward,,,3,Vacant,115,Chattogram,"26,892","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
Take A Look At This 105 Sq Ft Shop Arena For Sale In 9 No. North Pahartali Ward,,,3,Vacant,105,Chattogram,"24,554","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
Buy This Quality Shop Area Of 105 Sq Ft In 9 No. North Pahartali Ward,,,3,Vacant,105,Chattogram,"24,554","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
Let Your Business Flourish In This 110 Sq Ft Shop Area For Sale In 9 No. North Pahartali Ward,,,3,Vacant,110,Chattogram,"25,723","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
125 Sq Ft Modern Shop Is Available For Sale In The Thriving Location Of 9 No. North Pahartali Ward,,,3,Vacant,125,Chattogram,"29,231","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
"View This Shop Space Of 110 Sq Ft, Appealing Enough For Your Next Business Deals In 9 No. North Pahartali Ward",,,2,Vacant,110,Chattogram,"25,723","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
This 1392 Sq Ft Apartment Is Up For Sale At 10 No. North Kattali Ward,3,3,6,Vacant,1392,Chattogram,"56,792","CDA R/A, 10 No. North Kattali Ward",Apartment
A 1180 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Sholokbahar,3,3,6,Vacant,1180,Chattogram,"50,110","Abdullah Khan Road, Sholokbahar",Flat
In The Beautiful Neighborhood In Bahaddarhat A 1320 Sq.Ft Flat Is Up For Sale,3,3,1,Vacant,1320,Chattogram,"40,088","Bahaddarhat, 4 No Chandgaon Ward",Flat
Near Bahaddarhat Bwdb Office 1320 Sq.ft Flat For Sale In Bahaddarhat .,3,3,2,Vacant,1320,Chattogram,"39,687","Bahaddarhat, 4 No Chandgaon Ward",Flat
"Look At This Commercial Space Of 105 Sq Ft At Mohara, Kazirhat Up For Sale",,,1,Vacant,105,Chattogram,"14,031","Mohara, 4 No Chandgaon Ward",Commercial Property
Wonderful Shop Space Of 115 Sq Ft Is Now Up For Sale In Kazirhat,,,1,Vacant,115,Chattogram,"15,501","Mohara, 4 No Chandgaon Ward",Commercial Property
Take a Look at This 122 Sq Ft shop for sale in Chandgaon,,,1,Vacant,122,Chattogram,"16,303","Mohara, 4 No Chandgaon Ward",Commercial Property
Modest Commercial Shop Is Present For Sale At Chandargaon,,,1,Vacant,148,Chattogram,"24,053","Mohara, 4 No Chandgaon Ward",Commercial Property
Well Planned Commercial Shop In Chandgaon Is For Sale,,,1,Vacant,125,Chattogram,"16,703","Mohara, 4 No Chandgaon Ward",Commercial Property
A Reasonable Apartment Of 1150 Sq Ft Is For Sale In Pahartali.,2,2,2,Vacant,1150,Chattogram,"30,734","12 No. Sarai Para Ward, Double Mooring",Apartment
At Pahartali 1150 Sq.ft Flat Is For Sale.,2,2,3,Vacant,1150,Chattogram,"30,734","12 No. Sarai Para Ward, Double Mooring",Flat
A Perfect Flat Of 1650 Sq Ft For Living With Family Is Available For Sale At Pahartali,3,3,4,Vacant,1650,Chattogram,"44,097","12 No. Sarai Para Ward, Double Mooring",Flat
At Pahartali A 1050 Square Feet Flat Is Up For Sale,2,2,3,Vacant,1050,Chattogram,"28,062","12 No. Sarai Para Ward, Double Mooring",Flat
Offering you 1035 SQ FT flat for sale in Double Mooring,3,3,5,Vacant,1035,Chattogram,"29,044","12 No. Sarai Para Ward, Double Mooring",Flat
Full Building Ready For Sale Which Is Available In Khulshi Near To Khulshi Jame Masjid,27,10,5,Vacant,12000,Chattogram,"868,578","Nasirabad Properties Residential Area, Khulshi",Not Specified
240 Sq Ft Commercial Office Is Up For Sale At Bakalia,,,5,Vacant,240,Chattogram,"36,881","Dewan Bazar, Bakalia",Commercial Property
200 Sq Ft Commercial Shop Is Available For Sale At Bakalia,,,4,Vacant,200,Chattogram,"30,734","Dewan Bazar, Bakalia",Commercial Property
Buy This 240 Sq Ft Shop At Bakalia,,,4,Vacant,240,Chattogram,"36,881","Dewan Bazar, Bakalia",Commercial Property
Bakalia Is Giving You A 240 Sq Ft Commercial Shop For sale,,,4,Vacant,240,Chattogram,"36,881","Dewan Bazar, Bakalia",Commercial Property
105 Sq Ft Commercial Shop For Sale At The Location Of 9 No. North Pahartali Ward,,,1,Vacant,105,Chattogram,"24,554","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
Appealing Property In Bayazid– 1295 Sq Ft Flat For Sale,3,3,5,Vacant,1295,Chattogram,"43,429","Bayazid Abasic Elaka Road, Bayazid",Flat
Visit This 1057 Sq Ft Flat Available For Sale In Kandirpar,3,3,7,Vacant,1057,Cumilla,"35,077","Manoharpur, Kandirpar",Flat
1450 Square Feet Flat Is Available For Sale In North Bagichagaon,3,3,9,Vacant,1450,Cumilla,"38,752","North Bagichagaon, Bagichagaon",Flat
"This 1445 Sq.Ft Smartly Priced Apartment Which Is Up For Sale In Mogbari Choumohoni, That You Should Check.",3,3,5,Vacant,1445,Cumilla,"38,418","Mogbari Choumohoni, Chotora",Apartment
1450 Square Feet Flat With Amazing Supply Of Utilities Is Up For Sale In Bagichagaon,3,3,10,Vacant,1450,Cumilla,"39,420","North Bagichagaon, Bagichagaon",Flat
For Selling Purpose This Nice 1390 Sq.Ft Flat Is Now Available In Bagichagaon Near Cumilla Diabetic Hospital,3,3,5,Vacant,1390,Cumilla,"35,291","North Bagichagaon, Bagichagaon",Flat
This 1390 Sq Feet Flat Assures To Provide You With Better Homely Affairs In Bagichagaon,3,3,11,Vacant,1390,Cumilla,"35,291","North Bagichagaon, Bagichagaon",Flat
Properly Designed This 1445 Square Feet Apartment Is Now Up For Sale In Mogbari Choumohoni.,3,3,7,Vacant,1445,Cumilla,"37,750","Mogbari Choumohoni, Chotora",Apartment
"Make This 1380 Sq Feet Decent Flat Yours, By Buying It In North Bagichagaon",3,3,9,Vacant,1380,Cumilla,"36,881","North Bagichagaon, Bagichagaon",Flat
A 1547 Sq.ft Residential Apartment Is For Sale In Jhautola,3,3,8,Vacant,1547,Cumilla,"39,277","Shahid Khawaja Nizamuddin Road, Jhautola",Apartment
"Buy This Nice Flat Of 1265 Sq Ft, Which Is Located At Shahid Khawaja Nizamuddin Road, Jhautola",3,4,8,Vacant,1265,Cumilla,"38,034","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
See This 1438 Sq Ft Apartment For Sale Is All Set For You In South Thakur Para Nearby Thakur Para Jame Masjid,3,3,7,Vacant,1438,Cumilla,"33,627","South Thakur Para, Thakur Para",Apartment
"Buy This Nice Flat Of 1350 Sq Ft Which Is Located At Rammala Road, South Thakur Para",3,3,6,Vacant,1350,Cumilla,"31,569","South Thakur Para, Thakur Para",Flat
"Built With Modern Amenities, Check This 1050 Sq Ft Flat Which Is Up For Sale At Shah Shuja Mosque Road, Moghultoli",2,2,1,Vacant,1050,Cumilla,"29,465","Shah Shuja Mosque Road, Moghultoli",Flat
We Have A 1500 Sq.Ft Flat For Sale In Bagichagaon Nearby Bagichagaon Govt. Primary School,3,3,6,Vacant,1500,Cumilla,"38,084","North Bagichagaon, Bagichagaon",Flat
A 1250 Sq. Ft Apartment Is Vacant For Sale In Ashoktala Near To Ranir Bazar Jame Masjid.,3,3,8,Vacant,1250,Cumilla,"29,231","Nazrul Avenue, Ashoktala",Apartment
"An Apartment Of 1500 Sq.Ft Is Up For Sale In Shahid Khawaja Nizamuddin Road, Jhautola",3,3,13,Vacant,1500,Cumilla,"40,155","Shahid Khawaja Nizamuddin Road, Jhautola",Apartment
With An Awesome Environment A 1080 Sq Ft Flat Is Vacant For Sale In South Thakur Para Close To Thakurpara Jame Masjid,2,2,4,Vacant,1080,Cumilla,"25,256","South Thakur Para, Thakur Para",Flat
Celebrate Life Each Day In Your New Apartment Of 1380 Sq Ft At North Bagichagaon With Your Beloved Family.,3,3,7,Vacant,1380,Cumilla,"35,037","North Bagichagaon, Bagichagaon",Apartment
A 1547 Sq Feet Flat For Sale In Jhautola,3,3,7,Vacant,1547,Cumilla,"41,358","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
"Choose This 1030 Square Feet Flat For Sale In Kandirpar, Ak Fazlul Haq Road",3,2,8,Vacant,1030,Cumilla,"26,151","AK Fazlul Haq Road, Kandirpar",Flat
Live With Pleasure In This 1450 Sq Ft Flat Which Is Up For Sale In North Bagichagaon,3,3,7,Vacant,1450,Cumilla,"36,814","North Bagichagaon, Bagichagaon",Flat
Covering 1438 Sq Ft Space A Flat Is Up For Sale In Thakur Para Nearby Thakurpara Jame Masjid,3,3,5,Vacant,1438,Cumilla,"33,627","South Thakur Para, Thakur Para",Flat
1020 Sq. Ft. Flat For Sale In Nazrul Avenue Near Ashoktala Jame Masjid,3,2,4,Vacant,1010,Cumilla,"23,619","Nazrul Avenue, Ashoktala",Flat
"Near Kacha Bazar, 1350 Sq Ft Flat For Sale In Ashoktala",3,3,4,Vacant,1350,Cumilla,"38,785","Nazrul Avenue, Ashoktala",Flat
Get Comfortable In A 1450 Sq Ft Flat For Sale In Bagichagaon,3,3,8,Vacant,1450,Cumilla,"36,814","North Bagichagaon, Bagichagaon",Flat
"Picture Yourself, Residing In This Well-constructed And Planned 1500 Sq Ft Apartment In Bagichagaon For Sale",3,3,8,Vacant,1500,Cumilla,"38,418","North Bagichagaon, Bagichagaon",Apartment
"1013 Sq Ft Apartment For Sale In Manoharpur, Kandirpar",3,3,9,Vacant,1013,Cumilla,"33,407","Manoharpur, Kandirpar",Apartment
"Buy This 1013 Sq Ft Flat Available In Kandirpar, Manoharpur",3,3,6,Vacant,1013,Cumilla,"33,407","Manoharpur, Kandirpar",Flat
"This Wonderful Flat Is Set For Sale With An Amazing Floor Plan Which Is 1200 Sq Ft In Rani Dighir South Side, Manoharpur",3,3,9,Vacant,1200,Cumilla,"36,748","Manoharpur, Kandirpar",Flat
An Amazing 1100 Sq Ft Flat Is Available For Sale In Thakur Para,3,2,8,Vacant,1100,Cumilla,"40,088","Madina Masjid Road, Thakur Para",Flat
This Very New Nice Flat Of 1390 Sq Ft Is Up For Sale In North Bagichagaon Nearby Bagichagaon Govt. Primary School,3,3,10,Vacant,1390,Cumilla,"37,416","North Bagichagaon, Bagichagaon",Flat
"Get A Look At This Lovely Flat For Sale Featuring 1080 Sq Ft In Baganbari Road, Thakur Para",3,2,5,Vacant,1080,Cumilla,"32,071","Baganbari Road, Thakur Para",Flat
"Offering You A 1183 Sq Ft Nice Flat For Sale In Munsef Bari Road, Manoharpur",3,3,9,Vacant,1183,Cumilla,"38,752","Manoharpur, Kandirpar",Flat
Visit This Apartment For Sale In Manoharpur Near Al-arafah Islami Bank Limited,,,,,,Cumilla,"37,910","Manoharpur, Kandirpar",Apartment
"With An Availability Of Essential Civic Needs, This 1375 Sq.Ft Apartment At North Bagichagaon Is Promising You A Refined Form Of Lifestyle",3,3,9,Vacant,1375,Cumilla,"36,748","North Bagichagaon, Bagichagaon",Apartment
"Apartment Of 1260 Sq Ft For Sale In Ashoktala, Near Agrani Bank Limited",3,3,6,Vacant,1260,Cumilla,"30,307","Nazrul Avenue, Ashoktala",Apartment
1380 Sq.ft Home Which Will Fulfill Your Desire Is Now Vacant For Sale In North Bagichagaon.,3,3,8,Vacant,1380,Cumilla,"36,881","North Bagichagaon, Bagichagaon",Not Specified
Your Desired Large 1445 Sq Ft Home In Mogbari Choumohoni Is Now Vacant For Sale.,3,3,8,Vacant,1445,Cumilla,"38,618","Mogbari Choumohoni, Chotora",Not Specified
"1445 Sq Ft Residential Apartment Is Available For Sale In Chotora, Cumilla",3,3,1,Vacant,1445,Cumilla,"38,618","Mogbari Choumohoni, Chotora",Apartment
Offering You 1020 Sq Ft Flat To Sale In Race Course Near To Dbbl Atm,2,2,7,Vacant,1020,Cumilla,"23,852","Wooden Pole Road, Race Course",Flat
A 1190 Sq Ft Apartment For Sale Is All Set For You In Cumilla Near Bagichagaon Primary School,3,3,4,Vacant,1190,Cumilla,"35,144","South Bagichagaon, Bagichagaon",Apartment
